"","x"
"13070","PLEKHM1"
"13071","AC091132.2"
"13072","AC091132.4"
"13073","MAPT"
"13074","KANSL1"
"13075","CR936218.1"
"13076","KANSL1.AS1"
"13077","ARL17B"
"13078","LRRC37A"
"13079","LRRC37A2"
"13080","ARL17A"
"13081","FAM215B"
"13082","NSF"
"13083","GOSR2"
"13084","AC005670.3"
"13085","CDC27"
"13086","AC002558.3"
"13087","MYL4"
"13088","AC068234.2"
"13089","EFCAB13"
"13090","NPEPPS"
"13091","AC025682.1"
"13092","KPNB1"
"13093","TBKBP1"
"13094","TBX21"
"13095","OSBPL7"
"13096","MRPL10"
"13097","LRRC46"
"13098","SCRN2"
"13099","AC018521.5"
"13100","SP2"
"13101","SP2.AS1"
"13102","PNPO"
"13103","CDK5RAP3"
"13104","COPZ2"
"13105","AC004477.1"
"13106","NFE2L1"
"13107","CBX1"
"13108","SNX11"
"13109","SKAP1"
"13110","SKAP1.AS1"
"13111","THRA1.BTR"
"13112","HOXB2"
"13113","HOXB.AS1"
"13114","HOXB3"
"13115","HOXB4"
"13116","HOXB7"
"13117","AC103702.2"
"13118","CALCOCO2"
"13119","ATP5MC1"
"13120","UBE2Z"
"13121","SNF8"
"13122","GNGT2"
"13123","ABI3"
"13124","AC004797.1"
"13125","ZNF652"
"13126","AC091180.2"
"13127","PHB"
"13128","SPOP"
"13129","SLC35B1"
"13130","FAM117A"
"13131","KAT7"
"13132","FLJ45513"
"13133","DLX4"
"13134","ITGA3"
"13135","PDK2"
"13136","PPP1R9B"
"13137","COL1A1"
"13138","XYLT2"
"13139","MRPL27"
"13140","EME1"
"13141","LRRC59"
"13142","ACSF2"
"13143","CHAD"
"13144","RSAD1"
"13145","MYCBPAP"
"13146","SPATA20"
"13147","ABCC3"
"13148","ANKRD40"
"13149","AC005921.2"
"13150","LUC7L3"
"13151","ANKRD40CL"
"13152","TOB1"
"13153","TOB1.AS1"
"13154","SPAG9"
"13155","NME1"
"13156","NME2"
"13157","MBTD1"
"13158","AC006141.1"
"13159","UTP18"
"13160","TOM1L1"
"13161","COX11"
"13162","STXBP4"
"13163","MMD"
"13164","TMEM100"
"13165","PCTP"
"13166","C17orf67"
"13167","DGKE"
"13168","TRIM25"
"13169","AC015912.3"
"13170","COIL"
"13171","SCPEP1"
"13172","AC004584.3"
"13173","AC007114.1"
"13174","AKAP1"
"13175","AC007114.2"
"13176","MSI2"
"13177","MRPS23"
"13178","VEZF1"
"13179","AC015813.1"
"13180","SRSF1"
"13181","AC015813.3"
"13182","DYNLL2"
"13183","MKS1"
"13184","LPO"
"13185","AC005962.2"
"13186","TSPOAP1"
"13187","TSPOAP1.AS1"
"13188","AC004687.1"
"13189","SUPT4H1"
"13190","RNF43"
"13191","HSF5"
"13192","MTMR4"
"13193","SEPTIN4.AS1"
"13194","SEPTIN4"
"13195","TEX14"
"13196","RAD51C"
"13197","TRIM37"
"13198","AC099850.1"
"13199","SKA2"
"13200","PRR11"
"13201","SMG8"
"13202","GDPD1"
"13203","YPEL2"
"13204","LINC01476"
"13205","DHX40"
"13206","AC091271.1"
"13207","CLTC"
"13208","PTRH2"
"13209","VMP1"
"13210","AC040904.1"
"13211","TUBD1"
"13212","RPS6KB1"
"13213","RNFT1"
"13214","RNFT1.DT"
"13215","HEATR6"
"13216","AC025048.2"
"13217","USP32"
"13218","APPBP2"
"13219","AC011921.1"
"13220","PPM1D"
"13221","BCAS3"
"13222","AC005856.1"
"13223","NACA2"
"13224","BRIP1"
"13225","INTS2"
"13226","MED13"
"13227","EFCAB3"
"13228","METTL2A"
"13229","TLK2"
"13230","AC008026.3"
"13231","AC080038.2"
"13232","TANC2"
"13233","CYB561"
"13234","ACE"
"13235","DCAF7"
"13236","TACO1"
"13237","MAP3K3"
"13238","STRADA"
"13239","LIMD2"
"13240","CCDC47"
"13241","DDX42"
"13242","FTSJ3"
"13243","PSMC5"
"13244","SMARCD2"
"13245","GH1"
"13246","CD79B"
"13247","PRR29.AS1"
"13248","PRR29"
"13249","ICAM2"
"13250","ERN1"
"13251","AC005803.1"
"13252","SNHG25"
"13253","TEX2"
"13254","PECAM1"
"13255","MILR1"
"13256","POLG2"
"13257","DDX5"
"13258","CEP95"
"13259","SMURF2"
"13260","LRRC37A3"
"13261","AC103810.2"
"13262","AC037487.1"
"13263","GNA13"
"13264","AC037487.2"
"13265","RGS9"
"13266","AXIN2"
"13267","CEP112"
"13268","PRKCA"
"13269","HELZ"
"13270","AC007448.5"
"13271","AC007448.4"
"13272","PSMD12"
"13273","PITPNC1"
"13274","NOL11"
"13275","BPTF"
"13276","C17orf58"
"13277","KPNA2"
"13278","AC145343.1"
"13279","AC005332.6"
"13280","AC005332.3"
"13281","AC005332.5"
"13282","AC005332.7"
"13283","AC005332.2"
"13284","AC005332.4"
"13285","AC005332.1"
"13286","AMZ2"
"13287","ARSG"
"13288","SLC16A6"
"13289","WIPI1"
"13290","PRKAR1A"
"13291","ABCA9"
"13292","ABCA6"
"13293","ABCA10"
"13294","ABCA5"
"13295","MAP2K6"
"13296","LINC01483"
"13297","ROCR"
"13298","LINC01152"
"13299","SOX9.AS1"
"13300","SOX9"
"13301","LINC00511"
"13302","SLC39A11"
"13303","SSTR2"
"13304","COG1"
"13305","FAM104A"
"13306","C17orf80"
"13307","CDC42EP4"
"13308","SDK2"
"13309","RPL38"
"13310","AC100786.1"
"13311","TTYH2"
"13312","KIF19"
"13313","GPRC5C"
"13314","CD300A"
"13315","C17orf77"
"13316","RAB37"
"13317","SLC9A3R1"
"13318","NAT9"
"13319","TMEM104"
"13320","GRIN2C"
"13321","FDXR"
"13322","FADS6"
"13323","HID1"
"13324","MRPL58"
"13325","KCTD2"
"13326","ATP5PD"
"13327","SLC16A5"
"13328","ARMC7"
"13329","NT5C"
"13330","JPT1"
"13331","SUMO2"
"13332","NUP85"
"13333","GGA3"
"13334","MRPS7"
"13335","MIF4GD"
"13336","AC022211.2"
"13337","SLC25A19"
"13338","GRB2"
"13339","AC011933.2"
"13340","TMEM94"
"13341","CASKIN2"
"13342","TSEN54"
"13343","LLGL2"
"13344","MYO15B"
"13345","RECQL5"
"13346","SMIM5"
"13347","SMIM6"
"13348","SAP30BP"
"13349","ITGB4"
"13350","GALK1"
"13351","H3F3B"
"13352","UNK"
"13353","UNC13D"
"13354","WBP2"
"13355","TRIM47"
"13356","AC087289.5"
"13357","TRIM65"
"13358","MRPL38"
"13359","FBF1"
"13360","ACOX1"
"13361","TEN1"
"13362","CDK3"
"13363","SRP68"
"13364","ZACN"
"13365","GALR2"
"13366","EXOC7"
"13367","FOXJ1"
"13368","RNF157.AS1"
"13369","RNF157"
"13370","UBALD2"
"13371","QRICH2"
"13372","PRPSAP1"
"13373","SPHK1"
"13374","UBE2O"
"13375","AANAT"
"13376","RHBDF2"
"13377","PRCD"
"13378","SNHG16"
"13379","AC015802.6"
"13380","AC005837.1"
"13381","MXRA7"
"13382","JMJD6"
"13383","METTL23"
"13384","SRSF2"
"13385","MFSD11"
"13386","AC016168.4"
"13387","AC016168.2"
"13388","SNHG20"
"13389","SEC14L1"
"13390","SEPTIN9"
"13391","AC111182.1"
"13392","AC021683.5"
"13393","TNRC6C"
"13394","TNRC6C.AS1"
"13395","TMC6"
"13396","TMC8"
"13397","C17orf99"
"13398","SYNGR2"
"13399","TK1"
"13400","AFMID"
"13401","BIRC5"
"13402","LINC01993"
"13403","AC087645.2"
"13404","SOCS3"
"13405","AC061992.2"
"13406","PGS1"
"13407","SCAT1"
"13408","CYTH1"
"13409","USP36"
"13410","AC022966.2"
"13411","TIMP2"
"13412","LGALS3BP"
"13413","CANT1"
"13414","ENGASE"
"13415","RBFOX3"
"13416","LINC02078"
"13417","ENPP7"
"13418","CBX2"
"13419","CBX8"
"13420","CBX4"
"13421","LINC01978"
"13422","TBC1D16"
"13423","CCDC40"
"13424","GAA"
"13425","EIF4A3"
"13426","CARD14"
"13427","AC087741.1"
"13428","SGSH"
"13429","SLC26A11"
"13430","RNF213"
"13431","AC124319.1"
"13432","RNF213.AS1"
"13433","ENDOV"
"13434","RPTOR"
"13435","CHMP6"
"13436","AC127496.5"
"13437","BAIAP2.DT"
"13438","BAIAP2"
"13439","CEP131"
"13440","TEPSIN"
"13441","NDUFAF8"
"13442","SLC38A10"
"13443","AC027601.6"
"13444","ACTG1"
"13445","FSCN2"
"13446","FAAP100"
"13447","NPLOC4"
"13448","TSPAN10"
"13449","PDE6G"
"13450","OXLD1"
"13451","CCDC137"
"13452","ARL16"
"13453","HGS"
"13454","AC139530.1"
"13455","MRPL12"
"13456","SLC25A10"
"13457","MCRIP1"
"13458","P4HB"
"13459","AC145207.3"
"13460","AC145207.2"
"13461","ARHGDIA"
"13462","AC145207.5"
"13463","ALYREF"
"13464","ANAPC11"
"13465","NPB"
"13466","PCYT2"
"13467","SIRT7"
"13468","MAFG"
"13469","MAFG.DT"
"13470","PYCR1"
"13471","ASPSCR1"
"13472","CENPX"
"13473","LRRC45"
"13474","RAC3"
"13475","DCXR"
"13476","DCXR.DT"
"13477","RFNG"
"13478","GPS1"
"13479","DUS1L"
"13480","FASN"
"13481","CCDC57"
"13482","AC132872.2"
"13483","SLC16A3"
"13484","CSNK1D"
"13485","AC132872.5"
"13486","LINC01970"
"13487","AC132872.1"
"13488","SECTM1"
"13489","OGFOD3"
"13490","AC132938.2"
"13491","HEXD"
"13492","HEXD.IT1"
"13493","CYBC1"
"13494","AC132938.6"
"13495","AC132938.3"
"13496","NARF"
"13497","NARF.AS1"
"13498","FOXK2"
"13499","AC124283.1"
"13500","WDR45B"
"13501","RAB40B"
"13502","AC024361.2"
"13503","FN3KRP"
"13504","FN3K"
"13505","TBCD"
"13506","B3GNTL1"
"13507","METRNL"
"13508","AC139099.2"
"13509","USP14"
"13510","THOC1"
"13511","AP000845.1"
"13512","COLEC12"
"13513","TYMSOS"
"13514","AP001178.3"
"13515","TYMS"
"13516","ENOSF1"
"13517","YES1"
"13518","AP001020.3"
"13519","AP001020.2"
"13520","AP000894.4"
"13521","LINC00470"
"13522","METTL4"
"13523","NDC80"
"13524","SMCHD1"
"13525","EMILIN2"
"13526","LPIN2"
"13527","AP000919.2"
"13528","MYOM1"
"13529","AP005329.3"
"13530","MYL12A"
"13531","AP005329.1"
"13532","MYL12B"
"13533","TGIF1"
"13534","DLGAP1.AS1"
"13535","DLGAP1.AS2"
"13536","DLGAP1.AS3"
"13537","AP001496.2"
"13538","LINC00526"
"13539","LINC00667"
"13540","ZBTB14"
"13541","L3MBTL4"
"13542","RAB12"
"13543","GACAT2"
"13544","MTCL1"
"13545","NDUFV2"
"13546","AP005899.1"
"13547","NDUFV2.AS1"
"13548","ANKRD12"
"13549","AP001033.2"
"13550","AP001033.1"
"13551","TWSG1"
"13552","AP001033.3"
"13553","RALBP1"
"13554","AP005432.1"
"13555","PPP4R1"
"13556","RAB31"
"13557","VAPA"
"13558","APCDD1"
"13559","NAPG"
"13560","LINC01887"
"13561","PIEZO2"
"13562","GNAL"
"13563","CHMP1B"
"13564","MPPE1"
"13565","AP001269.4"
"13566","IMPA2"
"13567","ANKRD62"
"13568","TUBB6"
"13569","AFG3L2"
"13570","PRELID3A"
"13571","SPIRE1"
"13572","PSMG2"
"13573","CEP76"
"13574","AP005482.3"
"13575","PTPN2"
"13576","SEH1L"
"13577","AP002449.1"
"13578","CEP192"
"13579","AP001198.1"
"13580","LDLRAD4"
"13581","AP005131.6"
"13582","AP005131.7"
"13583","FAM210A"
"13584","RNMT"
"13585","ZNF519"
"13586","ANKRD30B"
"13587","AP005901.5"
"13588","ROCK1"
"13589","GREB1L"
"13590","ESCO1"
"13591","SNRPD1"
"13592","ABHD3"
"13593","AC106037.2"
"13594","MIB1"
"13595","MIR133A1HG"
"13596","CTAGE1"
"13597","AC090912.1"
"13598","AC090912.2"
"13599","RBBP8"
"13600","CABLES1"
"13601","TMEM241"
"13602","AC011731.1"
"13603","RIOK3"
"13604","RMC1"
"13605","NPC1"
"13606","TTC39C"
"13607","OSBPL1A"
"13608","IMPACT"
"13609","HRH4"
"13610","LINC01915"
"13611","SS18"
"13612","PSMA8"
"13613","TAF4B"
"13614","AC121320.1"
"13615","LINC01543"
"13616","KCTD1"
"13617","AC007996.1"
"13618","AQP4.AS1"
"13619","DSG2"
"13620","B4GALT6"
"13621","AC017100.1"
"13622","TRAPPC8"
"13623","AC022960.1"
"13624","AC009831.1"
"13625","RNF125"
"13626","AC009831.3"
"13627","AC011825.4"
"13628","RNF138"
"13629","GAREM1"
"13630","AC025887.2"
"13631","KLHL14"
"13632","AC012123.1"
"13633","NOL4"
"13634","MAPRE2"
"13635","ZNF397"
"13636","ZSCAN30"
"13637","AC011815.2"
"13638","AC011815.1"
"13639","ZNF24"
"13640","ZNF396"
"13641","AC007998.3"
"13642","INO80C"
"13643","GALNT1"
"13644","AC090220.1"
"13645","AC090229.1"
"13646","C18orf21"
"13647","RPRD1A"
"13648","SLC39A6"
"13649","ELP2"
"13650","MOCOS"
"13651","FHOD3"
"13652","TPGS2"
"13653","KIAA1328"
"13654","CELF4"
"13655","PIK3C3"
"13656","LINC00907"
"13657","AC120049.1"
"13658","SETBP1"
"13659","SLC14A2"
"13660","SLC14A1"
"13661","SIGLEC15"
"13662","EPG5"
"13663","ATP5F1A"
"13664","HAUS1"
"13665","C18orf25"
"13666","RNF165"
"13667","AC090241.2"
"13668","PIAS2"
"13669","KATNAL2"
"13670","HDHD2"
"13671","IER3IP1"
"13672","SMAD2"
"13673","CTIF"
"13674","SMAD7"
"13675","DYM"
"13676","C18orf32"
"13677","AC100778.2"
"13678","AC100778.3"
"13679","RPL17"
"13680","LIPG"
"13681","ACAA2"
"13682","SNHG22"
"13683","MYO5B"
"13684","CFAP53"
"13685","MBD1"
"13686","CXXC1"
"13687","SKA1"
"13688","ME2"
"13689","ELAC1"
"13690","SMAD4"
"13691","MEX3C"
"13692","DCC"
"13693","MBD2"
"13694","AC093462.1"
"13695","POLI"
"13696","C18orf54"
"13697","TCF4"
"13698","AC009271.1"
"13699","TXNL1"
"13700","WDR7"
"13701","FECH"
"13702","NARS"
"13703","AC027097.1"
"13704","AC027097.2"
"13705","ATP8B1"
"13706","NEDD4L"
"13707","AC090236.2"
"13708","ALPK2"
"13709","AC104971.3"
"13710","AC104971.1"
"13711","MALT1"
"13712","LINC01926"
"13713","ZNF532"
"13714","AC040963.1"
"13715","SEC11C"
"13716","LMAN1"
"13717","CCBE1"
"13718","PMAIP1"
"13719","MC4R"
"13720","PIGN"
"13721","RELCH"
"13722","AC027514.1"
"13723","TNFRSF11A"
"13724","ZCCHC2"
"13725","AC064801.1"
"13726","PHLPP1"
"13727","BCL2"
"13728","AC022726.2"
"13729","KDSR"
"13730","AC036176.1"
"13731","VPS4B"
"13732","HMSD"
"13733","SERPINB8"
"13734","DSEL"
"13735","TMX3"
"13736","CCDC102B"
"13737","CD226"
"13738","RTTN"
"13739","SOCS6"
"13740","FBXO15"
"13741","TIMM21"
"13742","CYB5A"
"13743","AC009704.3"
"13744","CNDP2"
"13745","AC009704.2"
"13746","CNDP1"
"13747","LINC00909"
"13748","ZNF407"
"13749","ZADH2"
"13750","TSHZ1"
"13751","ZNF516"
"13752","ZNF236.DT"
"13753","AC027575.2"
"13754","ZNF236"
"13755","MBP"
"13756","GALR1"
"13757","ATP9B"
"13758","AC125437.1"
"13759","AC125437.3"
"13760","NFATC1"
"13761","AC018445.5"
"13762","AC068473.5"
"13763","CTDP1"
"13764","SLC66A2"
"13765","HSBP1L1"
"13766","TXNL4A"
"13767","AC090360.1"
"13768","RBFA"
"13769","RBFADN"
"13770","ADNP2"
"13771","PARD6G.AS1"
"13772","PARD6G"
"13773","LINC01002"
"13774","AC016588.2"
"13775","PLPP2"
"13776","MIER2"
"13777","MADCAM1"
"13778","TPGS1"
"13779","CDC34"
"13780","AC009005.1"
"13781","BSG"
"13782","HCN2"
"13783","POLRMT"
"13784","FGF22"
"13785","RNF126"
"13786","AC004156.1"
"13787","FSTL3"
"13788","LINC01836"
"13789","PTBP1"
"13790","AZU1"
"13791","CFD"
"13792","MED16"
"13793","R3HDM4"
"13794","KISS1R"
"13795","ARID3A"
"13796","WDR18"
"13797","AC004528.1"
"13798","TMEM259"
"13799","CNN2"
"13800","ABCA7"
"13801","ARHGAP45"
"13802","POLR2E"
"13803","GPX4"
"13804","SBNO2"
"13805","STK11"
"13806","ATP5F1D"
"13807","MIDN"
"13808","CIRBP"
"13809","FAM174C"
"13810","PWWP3A"
"13811","NDUFS7"
"13812","AC005329.3"
"13813","AC005329.1"
"13814","GAMT"
"13815","DAZAP1"
"13816","RPS15"
"13817","AC027307.3"
"13818","AC027307.2"
"13819","C19orf25"
"13820","PCSK4"
"13821","REEP6"
"13822","ADAMTSL5"
"13823","PLK5"
"13824","MEX3D"
"13825","MBD3"
"13826","UQCR11"
"13827","TCF3"
"13828","ATP8B3"
"13829","REXO1"
"13830","AC012615.2"
"13831","KLF16"
"13832","AC012615.1"
"13833","ABHD17A"
"13834","SCAMP4"
"13835","CSNK1G2"
"13836","BTBD2"
"13837","AC005306.1"
"13838","MKNK2"
"13839","MOB3A"
"13840","IZUMO4"
"13841","AP3D1"
"13842","DOT1L"
"13843","AC004490.1"
"13844","PLEKHJ1"
"13845","SF3A2"
"13846","JSRP1"
"13847","OAZ1"
"13848","LINGO3"
"13849","AC104530.1"
"13850","LSM7"
"13851","SPPL2B"
"13852","TIMM13"
"13853","LMNB2"
"13854","GADD45B"
"13855","GNG7"
"13856","AC092068.2"
"13857","AC092068.3"
"13858","AC006538.3"
"13859","DIRAS1"
"13860","AC006538.1"
"13861","SLC39A3"
"13862","SGTA"
"13863","THOP1"
"13864","ZNF554"
"13865","ZNF555"
"13866","ZNF556"
"13867","ZNF57"
"13868","AC119403.1"
"13869","ZNF77"
"13870","TLE6"
"13871","TLE2"
"13872","AC005944.1"
"13873","TLE5"
"13874","GNA11"
"13875","S1PR4"
"13876","NCLN"
"13877","NFIC"
"13878","DOHH"
"13879","FZR1"
"13880","MFSD12"
"13881","HMG20B"
"13882","GIPC3"
"13883","TBXA2R"
"13884","CACTIN"
"13885","PIP5K1C"
"13886","TJP3"
"13887","APBA3"
"13888","MRPL54"
"13889","ATCAY"
"13890","DAPK3"
"13891","EEF2"
"13892","PIAS4"
"13893","ZBTB7A"
"13894","MAP2K2"
"13895","SIRT6"
"13896","ANKRD24"
"13897","EBI3"
"13898","YJU2"
"13899","STAP2"
"13900","MPND"
"13901","AC007292.2"
"13902","SH3GL1"
"13903","CHAF1A"
"13904","UBXN6"
"13905","AC011498.1"
"13906","HDGFL2"
"13907","PLIN5"
"13908","LRG1"
"13909","TNFAIP8L1"
"13910","MYDGF"
"13911","AC005339.1"
"13912","DPP9"
"13913","AC005523.1"
"13914","FEM1A"
"13915","AC005523.2"
"13916","TICAM1"
"13917","AC027319.1"
"13918","PLIN3"
"13919","ARRDC5"
"13920","UHRF1"
"13921","KDM4B"
"13922","PTPRS"
"13923","AC022517.1"
"13924","TINCR"
"13925","SAFB2"
"13926","SAFB"
"13927","RPL36"
"13928","MICOS13"
"13929","HSD11B1L"
"13930","LONP1"
"13931","PRR22"
"13932","DUS3L"
"13933","NRTN"
"13934","FUT6"
"13935","NDUFA11"
"13936","VMAC"
"13937","AC104532.2"
"13938","CAPS"
"13939","RANBP3"
"13940","AC011444.1"
"13941","RFX2"
"13942","MLLT1"
"13943","AC011471.2"
"13944","CLPP"
"13945","ALKBH7"
"13946","PSPN"
"13947","GTF2F1"
"13948","KHSRP"
"13949","SLC25A41"
"13950","SLC25A23"
"13951","CRB3"
"13952","DENND1C"
"13953","AC010503.4"
"13954","TUBB4A"
"13955","TNFSF9"
"13956","CD70"
"13957","TNFSF14"
"13958","GPR108"
"13959","TRIP10"
"13960","SH2D3A"
"13961","VAV1"
"13962","ZNF557"
"13963","INSR"
"13964","AC119396.1"
"13965","ARHGEF18"
"13966","PEX11G"
"13967","ZNF358"
"13968","MCOLN1"
"13969","PNPLA6"
"13970","CAMSAP3"
"13971","XAB2"
"13972","PET100"
"13973","PCP2"
"13974","STXBP2"
"13975","TRAPPC5"
"13976","FCER2"
"13977","EVI5L"
"13978","PRR36"
"13979","LRRC8E"
"13980","AC010336.1"
"13981","MAP2K7"
"13982","TGFBR3L"
"13983","SNAPC2"
"13984","TIMM44"
"13985","AC010336.8"
"13986","ELAVL1"
"13987","AC010336.6"
"13988","AC008946.1"
"13989","CCL25"
"13990","CERS4"
"13991","CD320"
"13992","NDUFA7"
"13993","RPS28"
"13994","RAB11B.AS1"
"13995","RAB11B"
"13996","MARCH2"
"13997","HNRNPM"
"13998","ZNF414"
"13999","MYO1F"
"14000","ZNF558"
"14001","MUC16"
"14002","ZNF317"
"14003","ZNF699"
"14004","ZNF559"
"14005","ZNF177"
"14006","ZNF266"
"14007","ZNF426"
"14008","ZNF426.DT"
"14009","ZNF121"
"14010","ZNF561"
"14011","ZNF561.AS1"
"14012","ZNF562"
"14013","ZNF846"
"14014","FBXL12"
"14015","UBL5"
"14016","PIN1"
"14017","SHFL"
"14018","ANGPTL6"
"14019","PPAN"
"14020","P2RY11"
"14021","EIF3G"
"14022","DNMT1"
"14023","S1PR2"
"14024","MRPL4"
"14025","ICAM1"
"14026","AC011511.5"
"14027","ICAM4"
"14028","ICAM5"
"14029","ZGLP1"
"14030","FDX2"
"14031","RAVER1"
"14032","AC114271.1"
"14033","ICAM3"
"14034","TYK2"
"14035","CDC37"
"14036","PDE4A"
"14037","KEAP1"
"14038","ATG4D"
"14039","KRI1"
"14040","CDKN2D"
"14041","SLC44A2"
"14042","ILF3.DT"
"14043","ILF3"
"14044","QTRT1"
"14045","DNM2"
"14046","TMED1"
"14047","C19orf38"
"14048","CARM1"
"14049","YIPF2"
"14050","TIMM29"
"14051","SMARCA4"
"14052","LDLR"
"14053","SPC24"
"14054","KANK2"
"14055","DOCK6"
"14056","RAB3D"
"14057","AC011472.3"
"14058","TMEM205"
"14059","CCDC159"
"14060","PLPPR2"
"14061","SWSAP1"
"14062","EPOR"
"14063","RGL3"
"14064","CCDC151"
"14065","PRKCSH"
"14066","ZNF653"
"14067","ECSIT"
"14068","ELOF1"
"14069","ZNF627"
"14070","ACP5"
"14071","ZNF823"
"14072","ZNF441"
"14073","ZNF491"
"14074","ZNF440"
"14075","ZNF439"
"14076","ZNF69"
"14077","ZNF700"
"14078","ZNF763"
"14079","ZNF433.AS1"
"14080","ZNF433"
"14081","ZNF844"
"14082","ZNF20"
"14083","ZNF625"
"14084","ZNF136"
"14085","ZNF44"
"14086","ZNF563"
"14087","ZNF442"
"14088","ZNF799"
"14089","ZNF443"
"14090","ZNF709"
"14091","ZNF564"
"14092","ZNF490"
"14093","ZNF791"
"14094","MAN2B1"
"14095","WDR83"
"14096","WDR83OS"
"14097","DHPS"
"14098","AC010422.2"
"14099","FBXW9"
"14100","TNPO2"
"14101","TRIR"
"14102","GET3"
"14103","HOOK2"
"14104","JUNB"
"14105","PRDX2"
"14106","AC018761.2"
"14107","RNASEH2A"
"14108","MAST1"
"14109","DNASE2"
"14110","GCDH"
"14111","SYCE2"
"14112","FARSA"
"14113","CALR"
"14114","AC092069.1"
"14115","RAD23A"
"14116","GADD45GIP1"
"14117","LYL1"
"14118","TRMT1"
"14119","NACC1"
"14120","AC011446.1"
"14121","STX10"
"14122","IER2"
"14123","AC011446.2"
"14124","CACNA1A"
"14125","CCDC130"
"14126","MRI1"
"14127","AC008686.1"
"14128","C19orf53"
"14129","ZSWIM4"
"14130","AC020916.1"
"14131","NANOS3"
"14132","CC2D1A"
"14133","DCAF15"
"14134","RFX1"
"14135","AC022098.4"
"14136","IL27RA"
"14137","MISP3"
"14138","C19orf67"
"14139","SAMD1"
"14140","PRKACA"
"14141","AC022098.3"
"14142","ASF1B"
"14143","AC022098.1"
"14144","ADGRL1"
"14145","AC011509.3"
"14146","ADGRE5"
"14147","DDX39A"
"14148","PKN1"
"14149","AC008569.2"
"14150","GIPC1"
"14151","DNAJB1"
"14152","TECR"
"14153","NDUFB7"
"14154","CLEC17A"
"14155","ZNF333"
"14156","ADGRE2"
"14157","OR7C1"
"14158","OR7A17"
"14159","OR1I1"
"14160","ILVBL"
"14161","NOTCH3"
"14162","EPHX3"
"14163","BRD4"
"14164","AKAP8"
"14165","AKAP8L"
"14166","WIZ"
"14167","RASAL3"
"14168","PGLYRP2"
"14169","CYP4F3"
"14170","OR10H5"
"14171","OR10H1"
"14172","LINC01764"
"14173","TPM4"
"14174","RAB8A"
"14175","AC008894.2"
"14176","HSH2D"
"14177","CIB3"
"14178","FAM32A"
"14179","AC020911.1"
"14180","AP1M1"
"14181","AC020911.2"
"14182","KLF2"
"14183","AC020917.3"
"14184","EPS15L1"
"14185","CALR3"
"14186","C19orf44"
"14187","CHERP"
"14188","AC008764.6"
"14189","SLC35E1"
"14190","AC008764.3"
"14191","AC008764.8"
"14192","MED26"
"14193","AC008764.7"
"14194","SMIM7"
"14195","AC024075.2"
"14196","AC024075.1"
"14197","TMEM38A"
"14198","NWD1"
"14199","SIN3B"
"14200","F2RL3"
"14201","CPAMD8"
"14202","HAUS8"
"14203","MYO9B"
"14204","AC020908.3"
"14205","USE1"
"14206","OCEL1"
"14207","NR2F6"
"14208","USHBP1"
"14209","BABAM1"
"14210","ANKLE1"
"14211","ABHD8"
"14212","MRPL34"
"14213","DDA1"
"14214","ANO8"
"14215","GTPBP3"
"14216","PLVAP"
"14217","BST2"
"14218","BISPR"
"14219","MVB12A"
"14220","AC010319.4"
"14221","SLC27A1"
"14222","AC010618.3"
"14223","PGLS"
"14224","NIBAN3"
"14225","COLGALT1"
"14226","UNC13A"
"14227","MAP1S"
"14228","FCHO1"
"14229","JAK3"
"14230","RPL18A"
"14231","CCDC124"
"14232","KCNN1"
"14233","ARRDC2"
"14234","IL12RB1"
"14235","MAST3"
"14236","PIK3R2"
"14237","IFI30"
"14238","MPV17L2"
"14239","RAB3A"
"14240","AC005759.1"
"14241","PDE4C"
"14242","IQCN"
"14243","JUND"
"14244","LSM4"
"14245","PGPEP1"
"14246","SSBP4"
"14247","ISYNA1"
"14248","ELL"
"14249","FKBP8"
"14250","KXD1"
"14251","AC005253.1"
"14252","UBA52"
"14253","REX1BD"
"14254","KLHL26"
"14255","CRTC1"
"14256","UPF1"
"14257","COPE"
"14258","DDX49"
"14259","HOMER3"
"14260","SUGP2"
"14261","ARMC6"
"14262","SLC25A42"
"14263","TMEM161A"
"14264","MEF2B"
"14265","BORCS8"
"14266","RFXANK"
"14267","NR2C2AP"
"14268","SUGP1"
"14269","MAU2"
"14270","GATAD2A"
"14271","TSSK6"
"14272","NDUFA13"
"14273","YJEFN3"
"14274","PBX4"
"14275","LPAR2"
"14276","GMIP"
"14277","ATP13A1"
"14278","ZNF101"
"14279","ZNF14"
"14280","LINC00663"
"14281","ZNF506"
"14282","AC011477.2"
"14283","ZNF253"
"14284","ZNF93"
"14285","ZNF682"
"14286","ZNF90"
"14287","AC011447.3"
"14288","ZNF486"
"14289","ZNF737"
"14290","ZNF626"
"14291","ZNF66"
"14292","ZNF85"
"14293","ZNF430"
"14294","ZNF714"
"14295","ZNF431"
"14296","ZNF708"
"14297","ZNF738"
"14298","ZNF493"
"14299","AC010615.2"
"14300","ZNF429"
"14301","ZNF100"
"14302","ZNF43"
"14303","ZNF208"
"14304","ZNF257"
"14305","AC073539.1"
"14306","ZNF492"
"14307","ZNF730"
"14308","ZNF724"
"14309","AC092329.4"
"14310","ZNF91"
"14311","ZNF675"
"14312","ZNF681"
"14313","ZNF726"
"14314","AC092279.1"
"14315","ZNF254"
"14316","LINC00662"
"14317","AC006504.5"
"14318","AC006504.7"
"14319","UQCRFS1"
"14320","POP4"
