"","x"
"14321","PLEKHF1"
"14322","C19orf12"
"14323","CCNE1"
"14324","AC008798.2"
"14325","URI1"
"14326","ZNF507"
"14327","AC007773.1"
"14328","DPY19L3"
"14329","PDCD5"
"14330","ANKRD27"
"14331","AC008736.1"
"14332","NUDT19"
"14333","CEP89"
"14334","FAAP24"
"14335","RHPN2"
"14336","GPATCH1"
"14337","CEBPA"
"14338","CEBPG"
"14339","PEPD"
"14340","KCTD15"
"14341","AC008556.1"
"14342","LSM14A"
"14343","KIAA0355"
"14344","GPI"
"14345","PDCD2L"
"14346","AC008747.1"
"14347","UBA2"
"14348","WTIP"
"14349","SCGB1B2P"
"14350","AC020910.2"
"14351","ZNF302"
"14352","AC020910.5"
"14353","ZNF181"
"14354","ZNF599"
"14355","AC008555.4"
"14356","ZNF30"
"14357","ZNF792"
"14358","GRAMD1A"
"14359","SCN1B"
"14360","AC020907.1"
"14361","LGI4"
"14362","FXYD1"
"14363","FXYD7"
"14364","FXYD5"
"14365","LSR"
"14366","USF2"
"14367","MAG"
"14368","CD22"
"14369","U62631.1"
"14370","FFAR1"
"14371","DMKN"
"14372","TMEM147.AS1"
"14373","TMEM147"
"14374","AD000090.1"
"14375","HAUS5"
"14376","RBM42"
"14377","ETV2"
"14378","COX6B1"
"14379","ZBTB32"
"14380","KMT2B"
"14381","U2AF1L4"
"14382","PSENEN"
"14383","LIN37"
"14384","PROSER3"
"14385","ARHGAP33"
"14386","APLP1"
"14387","NFKBID"
"14388","HCST"
"14389","TYROBP"
"14390","LRFN3"
"14391","SDHAF1"
"14392","ALKBH6"
"14393","AC002116.2"
"14394","CLIP3"
"14395","THAP8"
"14396","WDR62"
"14397","OVOL3"
"14398","POLR2I"
"14399","TBCB"
"14400","CAPNS1"
"14401","ZNF565"
"14402","ZNF146"
"14403","AC092296.2"
"14404","LINC00665"
"14405","ZFP14"
"14406","ZFP82"
"14407","ZNF566"
"14408","AC092295.2"
"14409","ZNF260"
"14410","ZNF529"
"14411","ZNF529.AS1"
"14412","ZNF382"
"14413","ZNF461"
"14414","LINC01534"
"14415","ZNF567"
"14416","ZNF850"
"14417","AC020928.1"
"14418","AC020928.2"
"14419","ZNF790.AS1"
"14420","ZNF790"
"14421","ZNF345"
"14422","ZNF829"
"14423","ZNF568"
"14424","ZNF420"
"14425","AC010632.2"
"14426","ZNF585A"
"14427","ZNF585B"
"14428","ZNF383"
"14429","LINC01535"
"14430","ZNF875"
"14431","ZNF527"
"14432","ZNF569"
"14433","ZNF570"
"14434","ZNF793.AS1"
"14435","ZNF793"
"14436","ZNF571.AS1"
"14437","ZNF540"
"14438","ZNF571"
"14439","ZFP30"
"14440","ZNF781"
"14441","ZNF607"
"14442","AC093227.1"
"14443","ZNF573"
"14444","SIPA1L3"
"14445","AC008395.1"
"14446","SPINT2"
"14447","PPP1R14A"
"14448","YIF1B"
"14449","C19orf33"
"14450","KCNK6"
"14451","CATSPERG"
"14452","PSMD8"
"14453","FAM98C"
"14454","RASGRP4"
"14455","RYR1"
"14456","MAP4K1"
"14457","EIF3K"
"14458","ACTN4"
"14459","CAPN12"
"14460","AC022144.1"
"14461","LGALS4"
"14462","ECH1"
"14463","HNRNPL"
"14464","AC008982.2"
"14465","RINL"
"14466","SIRT2"
"14467","NFKBIB"
"14468","SARS2"
"14469","MRPS12"
"14470","FBXO17"
"14471","AC011455.6"
"14472","FBXO27"
"14473","PAK4"
"14474","LRFN1"
"14475","GMFG"
"14476","AC011445.2"
"14477","SAMD4B"
"14478","PAF1"
"14479","MED29"
"14480","ZFP36"
"14481","PLEKHG2"
"14482","RPS16"
"14483","SUPT5H"
"14484","TIMM50"
"14485","DLL3"
"14486","EID2B"
"14487","EID2"
"14488","LGALS14"
"14489","CLC"
"14490","DYRK1B"
"14491","FBL"
"14492","PSMC4"
"14493","ZNF546"
"14494","ZNF780B"
"14495","ZNF780A"
"14496","MAP3K10"
"14497","AKT2"
"14498","AC118344.1"
"14499","C19orf47"
"14500","PLD3"
"14501","PRX"
"14502","SERTAD1"
"14503","SERTAD3"
"14504","BLVRB"
"14505","SPTBN4"
"14506","SHKBP1"
"14507","LTBP4"
"14508","NUMBL"
"14509","COQ8B"
"14510","ITPKC"
"14511","C19orf54"
"14512","SNRPA"
"14513","RAB4B"
"14514","EGLN2"
"14515","HNRNPUL1"
"14516","TGFB1"
"14517","AC011462.5"
"14518","CCDC97"
"14519","TMEM91"
"14520","B9D2"
"14521","EXOSC5"
"14522","BCKDHA"
"14523","DMAC2"
"14524","PCAT19"
"14525","AC243960.3"
"14526","LINC01480"
"14527","AC243960.1"
"14528","CEACAM21"
"14529","RPS19"
"14530","CD79A"
"14531","ARHGEF1"
"14532","ERFL"
"14533","RABAC1"
"14534","ATP1A3"
"14535","ZNF574"
"14536","POU2F2"
"14537","AC010247.1"
"14538","AC010247.2"
"14539","DEDD2"
"14540","ZNF526"
"14541","GSK3A"
"14542","ERF"
"14543","CIC"
"14544","PAFAH1B3"
"14545","PRR19"
"14546","TMEM145"
"14547","MEGF8"
"14548","CNFN"
"14549","LIPE.AS1"
"14550","LIPE"
"14551","CEACAM1"
"14552","PHLDB3"
"14553","ETHE1"
"14554","ZNF575"
"14555","XRCC1"
"14556","PINLYP"
"14557","IRGQ"
"14558","ZNF576"
"14559","ZNF428"
"14560","CADM4"
"14561","PLAUR"
"14562","SMG9"
"14563","KCNN4"
"14564","ZNF283"
"14565","ZNF404"
"14566","AC006213.2"
"14567","ZNF45"
"14568","ZNF221"
"14569","ZNF155"
"14570","AC006213.1"
"14571","ZNF230"
"14572","ZNF222"
"14573","ZNF223"
"14574","ZNF284"
"14575","ZNF224"
"14576","AC021092.1"
"14577","ZNF225"
"14578","ZNF234"
"14579","ZNF226"
"14580","ZNF227"
"14581","ZNF235"
"14582","ZNF233"
"14583","ZNF285"
"14584","ZNF229"
"14585","ZNF180"
"14586","BCL3"
"14587","BCAM"
"14588","NECTIN2"
"14589","TOMM40"
"14590","APOE"
"14591","APOC1"
"14592","APOC2"
"14593","CLPTM1"
"14594","RELB"
"14595","CLASRP"
"14596","ZNF296"
"14597","GEMIN7.AS1"
"14598","GEMIN7"
"14599","MARK4"
"14600","PPP1R37"
"14601","NKPD1"
"14602","TRAPPC6A"
"14603","BLOC1S3"
"14604","KLC3"
"14605","ERCC2"
"14606","PPP1R13L"
"14607","CD3EAP"
"14608","ERCC1"
"14609","FOSB"
"14610","RTN2"
"14611","PPM1N"
"14612","VASP"
"14613","OPA3"
"14614","EML2"
"14615","EML2.AS1"
"14616","GIPR"
"14617","SNRPD2"
"14618","QPCTL"
"14619","FBXO46"
"14620","SIX5"
"14621","AC074212.1"
"14622","DM1.AS"
"14623","DMPK"
"14624","DMWD"
"14625","SYMPK"
"14626","AC092301.1"
"14627","IRF2BP1"
"14628","MYPOP"
"14629","CCDC61"
"14630","AC007785.3"
"14631","PPP5C"
"14632","AC007193.1"
"14633","PNMA8A"
"14634","PPP5D1"
"14635","AC093503.1"
"14636","CALM3"
"14637","PTGIR"
"14638","DACT3"
"14639","PRKD2"
"14640","STRN4"
"14641","FKRP"
"14642","SLC1A5"
"14643","AP2S1"
"14644","ARHGAP35"
"14645","NPAS1"
"14646","TMEM160"
"14647","ZC3H4"
"14648","SAE1"
"14649","BBC3"
"14650","AC008532.1"
"14651","CCDC9"
"14652","INAFM1"
"14653","C5AR1"
"14654","C5AR2"
"14655","DHX34"
"14656","AC073548.2"
"14657","KPTN"
"14658","NAPA.AS1"
"14659","NAPA"
"14660","AC010519.1"
"14661","AC010331.1"
"14662","BICRA"
"14663","NOP53"
"14664","SELENOW"
"14665","CRX"
"14666","PLA2G4C"
"14667","LIG1"
"14668","ZSWIM9"
"14669","CARD8"
"14670","AC011466.1"
"14671","CARD8.AS1"
"14672","ZNF114"
"14673","CCDC114"
"14674","EMP3"
"14675","TMEM143"
"14676","SYNGR4"
"14677","KDELR1"
"14678","GRWD1"
"14679","KCNJ14"
"14680","CYTH2"
"14681","LMTK3"
"14682","RPL18"
"14683","SPHK2"
"14684","DBP"
"14685","CA11"
"14686","FUT2"
"14687","MAMSTR"
"14688","BCAT2"
"14689","HSD17B14"
"14690","PLEKHA4"
"14691","PPP1R15A"
"14692","NUCB1"
"14693","BAX"
"14694","FTL"
"14695","GYS1"
"14696","RUVBL2"
"14697","KCNA7"
"14698","SNRNP70"
"14699","LIN7B"
"14700","C19orf73"
"14701","PPFIA3"
"14702","TRPM4"
"14703","SLC6A16"
"14704","AC011450.1"
"14705","CD37"
"14706","AC010643.1"
"14707","PIH1D1"
"14708","ALDH16A1"
"14709","FLT3LG"
"14710","RPL13A"
"14711","RPS11"
"14712","FCGRT"
"14713","RCN3"
"14714","NOSIP"
"14715","PRRG2"
"14716","PRR12"
"14717","RRAS"
"14718","SCAF1"
"14719","IRF3"
"14720","BCL2L12"
"14721","PRMT1"
"14722","ADM5"
"14723","CPT1C"
"14724","TSKS"
"14725","AP2A1"
"14726","FUZ"
"14727","AC006942.1"
"14728","MED25"
"14729","PTOV1.AS1"
"14730","PTOV1"
"14731","PNKP"
"14732","AKT1S1"
"14733","TBC1D17"
"14734","IL4I1"
"14735","NUP62"
"14736","ATF5"
"14737","VRK3"
"14738","ZNF473"
"14739","IZUMO2"
"14740","KCNC3"
"14741","NR1H2"
"14742","NAPSA"
"14743","POLD1"
"14744","SPIB"
"14745","MYBPC2"
"14746","FAM71E1"
"14747","EMC10"
"14748","JOSD2"
"14749","C19orf81"
"14750","CLEC11A"
"14751","AC010325.1"
"14752","C19orf48"
"14753","KLK1"
"14754","KLK2"
"14755","CTU1"
"14756","CD33"
"14757","ETFB"
"14758","CLDND2"
"14759","NKG7"
"14760","SIGLEC10"
"14761","SIGLEC6"
"14762","ZNF175"
"14763","SPACA6"
"14764","ZNF577"
"14765","ZNF649"
"14766","ZNF613"
"14767","ZNF350.AS1"
"14768","ZNF350"
"14769","ZNF615"
"14770","ZNF614"
"14771","ZNF432"
"14772","AC011468.5"
"14773","AC011468.1"
"14774","ZNF841"
"14775","ZNF616"
"14776","ZNF836"
"14777","PPP2R1A"
"14778","ZNF766"
"14779","ZNF480"
"14780","ZNF610"
"14781","ZNF880"
"14782","ZNF528.AS1"
"14783","ZNF528"
"14784","ZNF578"
"14785","ZNF808"
"14786","ZNF701"
"14787","ZNF83"
"14788","AC022150.4"
"14789","ZNF611"
"14790","ZNF600"
"14791","ZNF28"
"14792","ZNF468"
"14793","ZNF320"
"14794","ZNF888"
"14795","ZNF816"
"14796","ZNF160"
"14797","ZNF415"
"14798","ZNF347"
"14799","ZNF665"
"14800","ZNF677"
"14801","ZNF845"
"14802","ZNF525"
"14803","ZNF765"
"14804","AC022137.4"
"14805","ZNF761"
"14806","ZNF813"
"14807","ZNF331"
"14808","NLRP12"
"14809","MYADM"
"14810","AC008440.2"
"14811","CACNG8"
"14812","OSCAR"
"14813","NDUFA3"
"14814","TFPT"
"14815","PRPF31"
"14816","AC245052.4"
"14817","CNOT3"
"14818","LENG1"
"14819","TMC4"
"14820","MBOAT7"
"14821","TSEN34"
"14822","RPS9"
"14823","LILRB3"
"14824","LAIR1"
"14825","TTYH1"
"14826","AC245884.8"
"14827","LENG8.AS1"
"14828","LENG8"
"14829","LENG9"
"14830","LILRA2"
"14831","LILRB1"
"14832","LILRB4"
"14833","NLRP7"
"14834","NLRP2"
"14835","AC011476.3"
"14836","GP6"
"14837","RDH13"
"14838","EPS8L1"
"14839","PPP1R12C"
"14840","PTPRH"
"14841","AC010327.7"
"14842","TMEM86B"
"14843","PPP6R1"
"14844","HSPBP1"
"14845","BRSK1"
"14846","TMEM150B"
"14847","KMT5C"
"14848","TMEM238"
"14849","RPL28"
"14850","UBE2S"
"14851","ISOC2"
"14852","ZNF628"
"14853","NAT14"
"14854","ZNF579"
"14855","FIZ1"
"14856","ZNF524"
"14857","ZNF865"
"14858","ZNF784"
"14859","ZNF580"
"14860","ZNF581"
"14861","CCDC106"
"14862","U2AF2"
"14863","AC008735.2"
"14864","AC008735.1"
"14865","EPN1"
"14866","NLRP11"
"14867","NLRP4"
"14868","ZNF787"
"14869","ZNF444"
"14870","ZSCAN5A"
"14871","ZNF582"
"14872","ZNF582.AS1"
"14873","ZNF583"
"14874","ZNF667"
"14875","ZNF667.AS1"
"14876","ZFP28"
"14877","AC005498.3"
"14878","ZNF470"
"14879","ZNF71"
"14880","ZNF835"
"14881","AC006115.2"
"14882","ZNF264"
"14883","AURKC"
"14884","ZNF805"
"14885","ZNF460.AS1"
"14886","ZNF460"
"14887","AC005261.1"
"14888","ZNF543"
"14889","AC005261.2"
"14890","ZNF304"
"14891","ZNF547"
"14892","TRAPPC2B"
"14893","ZNF548"
"14894","ZNF17"
"14895","ZNF749"
"14896","AC004076.2"
"14897","VN1R1"
"14898","ZNF772"
"14899","ZNF419"
"14900","ZNF773"
"14901","ZNF549"
"14902","ZNF550"
"14903","ZNF416"
"14904","ZIK1"
"14905","ZNF530"
"14906","ZNF134"
"14907","ZNF211"
"14908","ZNF551"
"14909","ZNF154"
"14910","ZNF671"
"14911","ZNF776"
"14912","ZNF586"
"14913","ZNF552"
"14914","ZNF587B"
"14915","ZNF814"
"14916","ZNF587"
"14917","AC010326.3"
"14918","ZNF417"
"14919","ZNF418"
"14920","ZNF256"
"14921","C19orf18"
"14922","ZNF606"
"14923","AC008969.1"
"14924","ZNF135"
"14925","ZSCAN18"
"14926","ZNF329"
"14927","ZNF274"
"14928","ZNF544"
"14929","AC020915.2"
"14930","AC020915.1"
"14931","ZNF8"
"14932","ERVK3.1"
"14933","AC010642.2"
"14934","ZSCAN22"
"14935","A1BG"
"14936","A1BG.AS1"
"14937","ZNF837"
"14938","RPS5"
"14939","ZNF584"
"14940","AC012313.1"
"14941","AC012313.5"
"14942","ZNF132"
"14943","ZNF324B"
"14944","ZNF324"
"14945","ZNF446"
"14946","SLC27A5"
"14947","ZBTB45"
"14948","TRIM28"
"14949","CHMP2A"
"14950","UBE2M"
"14951","MZF1.AS1"
"14952","MZF1"
"14953","C20orf96"
"14954","ZCCHC3"
"14955","NRSN2.AS1"
"14956","SOX12"
"14957","NRSN2"
"14958","TRIB3"
"14959","RBCK1"
"14960","TBC1D20"
"14961","CSNK2A1"
"14962","SRXN1"
"14963","FAM110A"
"14964","AL110114.1"
"14965","PSMF1"
"14966","SNPH"
"14967","SDCBP2"
"14968","SDCBP2.AS1"
"14969","AL136531.1"
"14970","FKBP1A"
"14971","NSFL1C"
"14972","SIRPB1"
"14973","SIRPG"
"14974","AL117335.1"
"14975","SIRPA"
"14976","STK35"
"14977","SNRPB"
"14978","ZNF343"
"14979","NOP56"
"14980","IDH3B"
"14981","CPXM1"
"14982","PCED1A"
"14983","VPS16"
"14984","PTPRA"
"14985","MRPS26"
"14986","OXT"
"14987","UBOX5"
"14988","FASTKD5"
"14989","LZTS3"
"14990","DDRGK1"
"14991","ITPA"
"14992","SLC4A11"
"14993","AL109976.1"
"14994","C20orf194"
"14995","ATRN"
"14996","C20orf27"
"14997","CENPB"
"14998","CDC25B"
"14999","AP5S1"
"15000","MAVS"
"15001","AL353194.1"
"15002","PANK2"
"15003","RNF24"
"15004","SMOX"
"15005","PRNP"
"15006","RASSF2"
"15007","SLC23A2"
"15008","TMEM230"
"15009","PCNA"
"15010","CDS2"
"15011","AL121757.2"
"15012","LINC00658"
"15013","LINC00654"
"15014","GPCPD1"
"15015","SHLD1"
"15016","TRMT6"
"15017","MCM8"
"15018","AL035461.2"
"15019","CRLS1"
"15020","TMX4"
"15021","AL021396.1"
"15022","PLCB4"
"15023","LAMP5"
"15024","ANKEF1"
"15025","MKKS"
"15026","SLX4IP"
"15027","JAG1"
"15028","AL050403.2"
"15029","AL161938.1"
"15030","TASP1"
"15031","ESF1"
"15032","NDUFAF5"
"15033","MACROD2"
"15034","AL079338.1"
"15035","KIF16B"
"15036","AL049794.1"
"15037","SNRPB2"
"15038","DSTN"
"15039","RRBP1"
"15040","SNX5"
"15041","MGME1"
"15042","PET117"
"15043","KAT14"
"15044","ZNF133"
"15045","DZANK1"
"15046","POLR3F"
"15047","RBBP9"
"15048","SEC23B"
"15049","SMIM26"
"15050","DTD1"
"15051","LINC00653"
"15052","NAA20"
"15053","CRNKL1"
"15054","RALGAPA2"
"15055","KIZ"
"15056","KIZ.AS1"
"15057","AL117332.1"
"15058","XRN2"
"15059","NXT1"
"15060","LINC01431"
"15061","GZF1"
"15062","NAPB"
"15063","CST3"
"15064","CST7"
"15065","APMAP"
"15066","ACSS1"
"15067","AL035252.5"
"15068","ENTPD6"
"15069","AL035252.3"
"15070","PYGB"
"15071","AL121772.3"
"15072","ABHD12"
"15073","GINS1"
"15074","NINL"
"15075","NANP"
"15076","ZNF337.AS1"
"15077","ZNF337"
"15078","FAM182A"
"15079","AL078587.2"
"15080","MIR663AHG"
"15081","LINC01597"
"15082","HM13"
"15083","AL110115.1"
"15084","HM13.IT1"
"15085","HM13.AS1"
"15086","AL110115.2"
"15087","ID1"
"15088","BCL2L1"
"15089","ABALON"
"15090","TPX2"
"15091","TTLL9"
"15092","PDRG1"
"15093","AL031658.1"
"15094","HCK"
"15095","TM9SF4"
"15096","AL049539.1"
"15097","PLAGL2"
"15098","POFUT1"
"15099","KIF3B"
"15100","ASXL1"
"15101","NOL4L"
"15102","C20orf203"
"15103","COMMD7"
"15104","DNMT3B"
"15105","MAPRE1"
"15106","AL035071.1"
"15107","CDK5RAP1"
"15108","SNTA1"
"15109","CBFA2T2"
"15110","NECAB3"
"15111","C20orf144"
"15112","ACTL10"
"15113","E2F1"
"15114","PXMP4"
"15115","ZNF341"
"15116","CHMP4B"
"15117","RALY.AS1"
"15118","RALY"
"15119","EIF2S2"
"15120","AL031668.2"
"15121","AL035458.2"
"15122","AHCY"
"15123","ITCH"
"15124","ITCH.AS1"
"15125","AL109923.1"
"15126","DYNLRB1"
"15127","MAP1LC3A"
"15128","PIGU"
"15129","NCOA6"
"15130","TP53INP2"
"15131","GGT7"
"15132","ACSS2"
"15133","GSS"
"15134","MYH7B"
"15135","TRPC4AP"
"15136","EDEM2"
"15137","PROCR"
"15138","MMP24OS"
"15139","EIF6"
"15140","UQCC1"
"15141","CEP250"
"15142","FO393401.1"
"15143","ERGIC3"
"15144","SPAG4"
"15145","CPNE1"
"15146","RBM12"
"15147","NFS1"
"15148","ROMO1"
"15149","RBM39"
"15150","PHF20"
"15151","SCAND1"
"15152","CNBD2"
"15153","NORAD"
"15154","EPB41L1"
"15155","AAR2"
"15156","DLGAP4"
"15157","DLGAP4.AS1"
"15158","MYL9"
"15159","TGIF2"
"15160","RAB5IF"
"15161","SLA2"
"15162","NDRG3"
"15163","DSN1"
"15164","SOGA1"
"15165","TLDC2"
"15166","SAMHD1"
"15167","RBL1"
"15168","MROH8"
"15169","RPN2"
"15170","MANBAL"
"15171","SRC"
"15172","BLCAP"
"15173","AL109614.1"
"15174","AL162293.1"
"15175","CTNNBL1"
"15176","VSTM2L"
"15177","TTI1"
"15178","RPRD1B"
"15179","TGM2"
"15180","SNHG17"
"15181","SNHG11"
"15182","RALGAPB"
"15183","ACTR5"
"15184","PPP1R16B"
"15185","FAM83D"
"15186","AL023803.2"
"15187","DHX35"
"15188","AL023803.3"
"15189","MAFB"
"15190","TOP1"
"15191","PLCG1.AS1"
"15192","PLCG1"
"15193","ZHX3"
"15194","LPIN3"
"15195","CHD6"
"15196","AL031667.3"
"15197","SRSF6"
"15198","L3MBTL1"
"15199","IFT52"
"15200","MYBL2"
"15201","GTSF1L"
"15202","TOX2"
"15203","OSER1"
"15204","OSER1.DT"
"15205","FITM2"
"15206","TTPAL"
"15207","SERINC3"
"15208","PKIG"
"15209","ADA"
"15210","LINC01260"
"15211","KCNK15.AS1"
"15212","AL008725.1"
"15213","YWHAB"
"15214","PABPC1L"
"15215","TOMM34"
"15216","STK4"
"15217","SYS1"
"15218","DBNDD2"
"15219","PIGT"
"15220","AL031663.3"
"15221","WFDC2"
"15222","WFDC3"
"15223","DNTTIP1"
"15224","UBE2C"
"15225","TNNC2"
"15226","SNX21"
"15227","ACOT8"
"15228","ZSWIM3"
"15229","ZSWIM1"
"15230","NEURL2"
"15231","CTSA"
"15232","PLTP"
"15233","AL162458.1"
"15234","PCIF1"
"15235","ZNF335"
"15236","MMP9"
"15237","SLC12A5"
"15238","NCOA5"
"15239","CD40"
"15240","SLC35C2"
"15241","AL133227.1"
"15242","ELMO2"
"15243","ZNF334"
"15244","TP53RK"
"15245","AL031055.1"
"15246","SLC2A10"
"15247","EYA2"
"15248","ZMYND8"
"15249","AL031666.2"
"15250","AL031666.3"
"15251","AL031666.1"
"15252","LINC01754"
"15253","NCOA3"
"15254","SULF2"
"15255","AL354813.1"
"15256","LINC00494"
"15257","PREX1"
"15258","AL133342.1"
"15259","ARFGEF2"
"15260","CSE1L.AS1"
"15261","CSE1L"
"15262","STAU1"
"15263","DDX27"
"15264","ZNFX1"
"15265","ZFAS1"
"15266","KCNB1"
"15267","PTGIS"
"15268","B4GALT5"
"15269","SLC9A8"
"15270","SPATA2"
"15271","RNF114"
"15272","SNAI1"
"15273","TRERNA1"
"15274","UBE2V1"
"15275","TMEM189"
"15276","LINC01275"
"15277","LINC01273"
"15278","CEBPB.AS1"
"15279","CEBPB"
"15280","PTPN1"
"15281","AL133230.1"
"15282","RIPOR3"
"15283","PARD6B"
"15284","BCAS4"
"15285","ADNP"
"15286","ADNP.AS1"
"15287","DPM1"
"15288","MOCS3"
"15289","NFATC2"
"15290","ATP9A"
"15291","ZFP64"
"15292","TSHZ2"
"15293","AL391097.3"
"15294","AL391097.1"
"15295","AL157838.1"
"15296","ZNF217"
"15297","AC005914.1"
"15298","BCAS1"
"15299","AC005220.1"
"15300","PFDN4"
"15301","DOK5"
"15302","FAM210B"
"15303","AURKA"
"15304","CSTF1"
"15305","CASS4"
"15306","RTF2"
"15307","FAM209A"
"15308","FAM209B"
"15309","AL109806.2"
"15310","BMP7"
"15311","RAE1"
"15312","MTRNR2L3"
"15313","AL109955.1"
"15314","RBM38"
"15315","AL035541.1"
"15316","ZBP1"
"15317","PMEPA1"
"15318","NKILA"
"15319","RAB22A"
"15320","VAPB"
"15321","APCDD1L.DT"
"15322","STX16"
"15323","NPEPL1"
"15324","GNAS.AS1"
"15325","GNAS"
"15326","AL121917.1"
"15327","AL109840.2"
"15328","NELFCD"
"15329","CTSZ"
"15330","TUBB1"
"15331","ATP5F1E"
"15332","PRELID3B"
"15333","ZNF831"
"15334","PHACTR3"
"15335","SYCP2"
"15336","FAM217B"
"15337","PPP1R3D"
"15338","CDH26"
"15339","MIR646HG"
"15340","TAF4"
"15341","AL137077.2"
"15342","LSM14B"
"15343","PSMA7"
"15344","SS18L1"
"15345","MTG2"
"15346","OSBPL2"
"15347","ADRM1"
"15348","AL354836.1"
"15349","LAMA5"
"15350","LAMA5.AS1"
"15351","AL121832.2"
"15352","RPS21"
"15353","CABLES2"
"15354","BX640514.2"
"15355","AL357033.1"
"15356","SLCO4A1"
"15357","AL357033.4"
"15358","AL357033.3"
"15359","LINC00659"
"15360","MRGBP"
"15361","OGFR"
"15362","COL9A3"
"15363","TCFL5"
"15364","DIDO1"
"15365","AL117379.1"
"15366","GID8"
"15367","SLC17A9"
"15368","HAR1B"
"15369","HAR1A"
"15370","YTHDF1"
"15371","AL096828.3"
"15372","ARFGAP1"
"15373","EEF1A2"
"15374","PPDPF"
"15375","PTK6"
"15376","AL121829.2"
"15377","FNDC11"
"15378","HELZ2"
"15379","GMEB2"
"15380","MHENCR"
"15381","STMN3"
"15382","RTEL1"
"15383","TNFRSF6B"
"15384","ARFRP1"
"15385","ZGPAT"
"15386","AL121845.4"
"15387","LIME1"
"15388","SLC2A4RG"
"15389","ZBTB46"
"15390","AL118506.1"
"15391","TPD52L2"
"15392","DNAJC5"
"15393","UCKL1"
"15394","UCKL1.AS1"
"15395","ZNF512B"
"15396","SAMD10"
"15397","PRPF6"
"15398","TCEA2"
"15399","RGS19"
"15400","OPRL1"
"15401","PCMTD2"
"15402","LINC00266.1"
"15403","GATD3B"
"15404","FP565260.1"
"15405","FP565260.6"
"15406","CU639417.4"
"15407","SIK1B"
"15408","CU633906.5"
"15409","U2AF1L5"
"15410","CU638689.4"
"15411","CU638689.5"
"15412","SMIM11B"
"15413","FP236383.4"
"15414","FP236383.5"
"15415","CR381653.1"
"15416","TPTE"
"15417","AP001347.1"
"15418","RBM11"
"15419","HSPA13"
"15420","SAMSN1"
"15421","AF127936.2"
"15422","AF127936.1"
"15423","LINC02246"
"15424","NRIP1"
"15425","USP25"
"15426","MIR99AHG"
"15427","CXADR"
"15428","BTG3"
"15429","BTG3.AS1"
"15430","C21orf91"
"15431","AL109761.1"
"15432","CHODL"
"15433","LINC01684"
"15434","LINC00158"
"15435","MIR155HG"
"15436","MRPL39"
"15437","JAM2"
"15438","ATP5PF"
"15439","GABPA"
"15440","APP"
"15441","LINC01697"
"15442","AF165147.1"
"15443","N6AMT1"
"15444","LTN1"
"15445","RWDD2B"
"15446","AF129075.2"
"15447","USP16"
"15448","CCT8"
"15449","AF129075.1"
"15450","AF129075.3"
"15451","MAP3K7CL"
"15452","BACH1"
"15453","BACH1.IT1"
"15454","AP000240.1"
"15455","BACH1.AS1"
"15456","BACH1.IT2"
"15457","GRIK1"
"15458","TIAM1"
"15459","AP000251.1"
"15460","SOD1"
"15461","AP000254.2"
"15462","SCAF4"
"15463","MIS18A"
"15464","URB1"
"15465","URB1.AS1"
"15466","TCP10L"
"15467","CFAP298"
"15468","SYNJ1"
"15469","PAXBP1.AS1"
"15470","PAXBP1"
"15471","C21orf62.AS1"
"15472","C21orf62"
"15473","IFNAR2"
"15474","IL10RB.DT"
"15475","IL10RB"
"15476","IFNAR1"
"15477","IFNGR2"
"15478","TMEM50B"
"15479","DNAJC28"
"15480","GART"
"15481","SON"
"15482","DONSON"
"15483","CRYZL1"
"15484","ITSN1"
"15485","ATP5PO"
"15486","LINC00649"
"15487","AP000569.1"
"15488","MRPS6"
"15489","SLC5A3"
"15490","AP000320.1"
"15491","SMIM11A"
"15492","KCNE1"
"15493","RCAN1"
"15494","LINC01426"
"15495","RUNX1"
"15496","SETD4"
"15497","CBR1"
"15498","CBR3.AS1"
"15499","DOP1B"
"15500","AP000692.2"
"15501","MORC3"
"15502","AP000692.1"
"15503","CHAF1B"
"15504","CLDN14"
"15505","AP000696.2"
"15506","HLCS"
"15507","AP000704.1"
"15508","PIGP"
"15509","TTC3"
"15510","DSCR9"
"15511","VPS26C"
"15512","AP001412.1"
"15513","AP001437.1"
"15514","DYRK1A"
"15515","PSMG1"
"15516","BRWD1"
"15517","BRWD1.AS2"
"15518","HMGN1"
"15519","GET1"
"15520","LCA5L"
"15521","SH3BGR"
"15522","BACE2"
"15523","FAM3B"
"15524","MX2"
"15525","MX1"
"15526","PRDM15"
"15527","C2CD2"
"15528","ZBTB21"
"15529","ZNF295.AS1"
"15530","UMODL1"
"15531","ABCG1"
"15532","RSPH1"
"15533","SLC37A1"
"15534","AP001626.1"
"15535","PDE9A"
"15536","WDR4"
"15537","NDUFV3"
"15538","PKNOX1"
"15539","U2AF1"
"15540","FRGCA"
"15541","LINC01679"
"15542","SIK1"
"15543","RRP1B"
"15544","PDXK"
"15545","CSTB"
"15546","RRP1"
"15547","AGPAT3"
"15548","TRAPPC10"
"15549","GATD3A"
"15550","LINC01678"
"15551","AP001056.2"
"15552","AP001056.1"
"15553","AP001057.1"
"15554","ICOSLG"
"15555","AP001059.3"
"15556","AP001059.2"
"15557","AIRE"
"15558","PFKL"
"15559","CFAP410"
"15560","AP001062.1"
"15561","TRPM2"
"15562","TRPM2.AS"
"15563","LRRC3"
"15564","UBE2G2"
"15565","LINC01424"
